timestamp,lat,lon,line,rn,trDr,destNm,heading,arrT,prdt
2016-06-20T11:40:16.000Z,41.72792,-87.62454,red,812,5,95th/Dan Ryan,178,20160620 11:40:48,20160620 11:39:48
2016-06-20T11:40:16.000Z,41.82716,-87.63055,red,814,5,95th/Dan Ryan,178,20160620 11:40:56,20160620 11:39:56
2016-06-20T11:40:16.000Z,41.90392,-87.63141,red,815,5,95th/Dan Ryan,89,20160620 11:41:21,20160620 11:39:21
2016-06-20T11:40:16.000Z,41.95377,-87.65519,red,816,5,95th/Dan Ryan,89,20160620 11:41:27,20160620 11:39:27
2016-06-20T11:40:16.000Z,42.00228,-87.66291,red,820,1,Howard,302,20160620 11:40:53,20160620 11:39:53
2016-06-20T11:40:16.000Z,41.9713,-87.65849,red,821,1,Howard,358,20160620 11:40:15,20160620 11:39:15
2016-06-20T11:40:16.000Z,41.83119,-87.63064,red,824,1,Howard,358,20160620 11:42:39,20160620 11:39:39
2016-06-20T11:40:16.000Z,41.90383,-87.63685,red,901,1,Howard,269,20160620 11:40:51,20160620 11:39:51
2016-06-20T11:40:16.000Z,41.85943,-87.63138,red,902,1,Howard,10,20160620 11:41:21,20160620 11:39:21
2016-06-20T11:40:16.000Z,41.87815,-87.6276,red,906,5,95th/Dan Ryan,177,20160620 11:40:19,20160620 11:39:19
2016-06-20T11:40:16.000Z,41.75042,-87.62518,red,912,5,95th/Dan Ryan,179,20160620 11:41:13,20160620 11:39:13
2016-06-20T11:40:16.000Z,41.98688,-87.65896,red,914,5,95th/Dan Ryan,177,20160620 11:40:46,20160620 11:39:46
2016-06-20T11:41:16.000Z,41.92916,-87.65298,red,801,5,95th/Dan Ryan,177,20160620 11:41:47,20160620 11:40:47
2016-06-20T11:41:16.000Z,41.94743,-87.65363,red,802,5,95th/Dan Ryan,179,20160620 11:42:16,20160620 11:40:16
2016-06-20T11:41:16.000Z,41.99196,-87.65912,red,805,1,Howard,358,20160620 11:41:45,20160620 11:40:45
2016-06-20T11:41:16.000Z,41.89029,-87.62799,red,806,1,Howard,359,20160620 11:41:56,20160620 11:40:56
2016-06-20T11:41:16.000Z,41.94743,-87.65363,red,807,1,Howard,359,20160620 11:42:33,20160620 11:40:33
2016-06-20T11:41:16.000Z,41.77303,-87.62605,red,810,1,Howard,342,20160620 11:41:49,20160620 11:40:49
2016-06-20T11:41:16.000Z,41.81335,-87.63021,red,814,5,95th/Dan Ryan,177,20160620 11:41:59,20160620 11:40:59
2016-06-20T11:41:16.000Z,41.90164,-87.62833,red,815,5,95th/Dan Ryan,178,20160620 11:41:46,20160620 11:40:46
2016-06-20T11:41:16.000Z,41.96352,-87.65745,red,816,5,95th/Dan Ryan,165,20160620 11:42:36,20160620 11:40:36
2016-06-20T11:41:16.000Z,42.00836,-87.66591,red,820,1,Howard,358,20160620 11:41:40,20160620 11:40:40
2016-06-20T11:41:16.000Z,41.97572,-87.6586,red,821,1,Howard,358,20160620 11:41:45,20160620 11:40:45
2016-06-20T11:41:16.000Z,41.83895,-87.63085,red,824,1,Howard,358,20160620 11:42:57,20160620 11:40:57
2016-06-20T11:41:16.000Z,41.90855,-87.64623,red,901,1,Howard,305,20160620 11:41:50,20160620 11:40:50
2016-06-20T11:41:16.000Z,41.86417,-87.62731,red,902,1,Howard,358,20160620 11:41:29,20160620 11:40:29
2016-06-20T11:41:16.000Z,41.73537,-87.62475,red,903,1,Howard,357,20160620 11:42:56,20160620 11:40:56
2016-06-20T11:41:16.000Z,41.87404,-87.62748,red,906,5,95th/Dan Ryan,180,20160620 11:41:38,20160620 11:40:38
