lon,lat,timestamp,nextStpId,flags,heading,arrT,isDly,destNm,prdt,nextStaId,line,trDr,rn,nextStaNm,destSt
-87.65519,41.95377,2016-06-20T11:30:14.000Z,30294,None,89,20160620 11:31:51,0,95th/Dan Ryan,20160620 11:29:51,40080,red,5,801,Sheridan,30089
-87.65884,41.9835,2016-06-20T11:30:14.000Z,30067,None,178,20160620 11:30:51,0,95th/Dan Ryan,20160620 11:28:51,40340,red,5,802,Berwyn,30089
-87.65677,41.95494,2016-06-20T11:30:14.000Z,30105,None,358,20160620 11:31:39,0,Howard,20160620 11:29:39,40540,red,1,805,Wilson,30173
-87.63097,41.85321,2016-06-20T11:30:14.000Z,30269,None,343,20160620 11:32:18,0,Howard,20160620 11:29:18,41400,red,1,806,Roosevelt,30173
-87.63141,41.90392,2016-06-20T11:30:14.000Z,30125,None,269,20160620 11:32:00,0,Howard,20160620 11:29:00,40650,red,1,807,North/Clybourn,30173
-87.63115,41.79393,2016-06-20T11:30:14.000Z,30178,None,179,20160620 11:30:14,0,95th/Dan Ryan,20160620 11:29:14,40910,red,5,812,63rd,30089
-87.6276,41.87815,2016-06-20T11:30:14.000Z,30286,None,177,20160620 11:30:59,0,95th/Dan Ryan,20160620 11:29:59,41490,red,5,814,Harrison,30089
-87.65332,41.93739,2016-06-20T11:30:14.000Z,30234,None,177,20160620 11:32:45,0,95th/Dan Ryan,20160620 11:29:45,41220,red,5,815,Fullerton,30089
-87.6592,41.99366,2016-06-20T11:30:14.000Z,30148,None,176,20160620 11:30:45,0,95th/Dan Ryan,20160620 11:29:45,40760,red,5,816,Granville,30089
-87.66909,42.01588,2016-06-20T11:30:14.000Z,30173,None,310,20160620 11:29:21,0,Howard,20160620 11:27:21,40900,red,1,818,Howard,30173
-87.65849,41.9713,2016-06-20T11:30:14.000Z,30229,None,358,20160620 11:28:36,0,Howard,20160620 11:27:36,41200,red,1,820,Argyle,30173
-87.65338,41.94282,2016-06-20T11:30:14.000Z,30273,None,5,20160620 11:30:41,0,Howard,20160620 11:29:41,41420,red,1,821,Addison,30173
-87.62547,41.7549,2016-06-20T11:30:14.000Z,30191,None,354,20160620 11:30:56,0,Howard,20160620 11:29:56,40990,red,1,824,69th,30173
-87.62755,41.8761,2016-06-20T11:30:14.000Z,30109,None,358,20160620 11:30:52,0,Howard,20160620 11:29:52,40560,red,1,901,Jackson,30173
-87.63133,41.80112,2016-06-20T11:30:14.000Z,30237,None,358,20160620 11:30:56,0,Howard,20160620 11:29:56,41230,red,1,902,47th,30173
-87.64918,41.91065,2016-06-20T11:30:14.000Z,30122,None,125,20160620 11:31:31,0,95th/Dan Ryan,20160620 11:29:31,40630,red,5,906,Clark/Division,30089
-87.66617,42.0127,2016-06-20T11:30:14.000Z,30227,None,335,20160620 11:30:05,0,Howard,20160620 11:29:05,41190,red,1,911,Jarvis,30173
-87.63049,41.8248,2016-06-20T11:30:14.000Z,30238,None,178,20160620 11:30:57,0,95th/Dan Ryan,20160620 11:29:57,41230,red,5,912,47th,30089
-87.65519,41.95377,2016-06-20T11:31:14.000Z,30294,None,89,20160620 11:31:51,0,95th/Dan Ryan,20160620 11:29:51,40080,red,5,801,Sheridan,30089
-87.65867,41.97798,2016-06-20T11:31:14.000Z,30230,None,178,20160620 11:32:07,0,95th/Dan Ryan,20160620 11:30:07,41200,red,5,802,Argyle,30089
-87.65696,41.96077,2016-06-20T11:31:14.000Z,30105,None,358,20160620 11:31:47,0,Howard,20160620 11:30:47,40540,red,1,805,Wilson,30173
-87.63138,41.85943,2016-06-20T11:31:14.000Z,30269,None,10,20160620 11:32:58,0,Howard,20160620 11:30:58,41400,red,1,806,Roosevelt,30173
-87.63866,41.9038,2016-06-20T11:31:14.000Z,30125,None,269,20160620 11:31:57,0,Howard,20160620 11:30:57,40650,red,1,807,North/Clybourn,30173
-87.63107,41.7836,2016-06-20T11:31:14.000Z,30178,None,178,20160620 11:31:57,0,95th/Dan Ryan,20160620 11:30:57,40910,red,5,812,63rd,30089
-87.6276,41.87815,2016-06-20T11:31:14.000Z,30286,None,177,20160620 11:30:59,0,95th/Dan Ryan,20160620 11:29:59,41490,red,5,814,Harrison,30089
-87.65328,41.93636,2016-06-20T11:31:14.000Z,30234,None,177,20160620 11:32:50,0,95th/Dan Ryan,20160620 11:30:50,41220,red,5,815,Fullerton,30089
-87.65912,41.99196,2016-06-20T11:31:14.000Z,30170,None,178,20160620 11:31:31,0,95th/Dan Ryan,20160620 11:30:31,40880,red,5,816,Thorndale,30089
-87.66909,42.01588,2016-06-20T11:31:14.000Z,30173,None,310,20160620 11:29:21,0,Howard,20160620 11:27:21,40900,red,1,818,Howard,30173
-87.65849,41.9713,2016-06-20T11:31:14.000Z,30229,None,358,20160620 11:28:36,0,Howard,20160620 11:27:36,41200,red,1,820,Argyle,30173
-87.65353,41.94525,2016-06-20T11:31:14.000Z,30273,None,358,20160620 11:31:15,0,Howard,20160620 11:30:15,41420,red,1,821,Addison,30173
-87.62576,41.76721,2016-06-20T11:31:14.000Z,30191,None,357,20160620 11:31:53,0,Howard,20160620 11:30:53,40990,red,1,824,69th,30173
-87.6276,41.87815,2016-06-20T11:31:14.000Z,30211,None,357,20160620 11:31:08,0,Howard,20160620 11:30:08,41090,red,1,901,Monroe,30173
-87.63101,41.81036,2016-06-20T11:31:14.000Z,30036,None,32,20160620 11:32:29,0,Howard,20160620 11:30:29,40190,red,1,902,Sox-35th,30173
-87.64475,41.9075,2016-06-20T11:31:14.000Z,30122,None,125,20160620 11:31:57,0,95th/Dan Ryan,20160620 11:30:57,40630,red,5,906,Clark/Division,30089
-87.66617,42.0127,2016-06-20T11:31:14.000Z,30227,None,335,20160620 11:30:05,0,Howard,20160620 11:29:05,41190,red,1,911,Jarvis,30173
-87.63021,41.81227,2016-06-20T11:31:14.000Z,30238,None,184,20160620 11:31:54,0,95th/Dan Ryan,20160620 11:30:54,41230,red,5,912,47th,30089
-87.65745,41.96352,2016-06-20T11:32:15.000Z,30294,None,165,20160620 11:33:10,0,95th/Dan Ryan,20160620 11:31:10,40080,red,5,801,Sheridan,30089
-87.65853,41.97345,2016-06-20T11:32:15.000Z,30150,None,178,20160620 11:33:21,0,95th/Dan Ryan,20160620 11:31:21,40770,red,5,802,Lawrence,30089
-87.65759,41.96427,2016-06-20T11:32:15.000Z,30149,None,344,20160620 11:33:43,0,Howard,20160620 11:31:43,40770,red,1,805,Lawrence,30173
-87.62815,41.86289,2016-06-20T11:32:15.000Z,30269,None,58,20160620 11:32:43,0,Howard,20160620 11:31:43,41400,red,1,806,Roosevelt,30173
-87.64918,41.91065,2016-06-20T11:32:15.000Z,30233,None,305,20160620 11:33:58,0,Howard,20160620 11:31:58,41220,red,1,807,Fullerton,30173
-87.631,41.78054,2016-06-20T11:32:15.000Z,30192,None,178,20160620 11:33:11,0,95th/Dan Ryan,20160620 11:31:11,40990,red,5,812,69th,30089
-87.62748,41.87404,2016-06-20T11:32:15.000Z,30270,None,180,20160620 11:32:19,0,95th/Dan Ryan,20160620 11:31:19,41400,red,5,814,Roosevelt,30089
-87.65306,41.93122,2016-06-20T11:32:15.000Z,30234,None,177,20160620 11:33:31,0,95th/Dan Ryan,20160620 11:31:31,41220,red,5,815,Fullerton,30089
-87.65908,41.99026,2016-06-20T11:32:15.000Z,30268,None,177,20160620 11:32:28,0,95th/Dan Ryan,20160620 11:31:28,41380,red,5,816,Bryn Mawr,30089
-87.66909,42.01588,2016-06-20T11:32:15.000Z,30173,None,310,20160620 11:29:21,1,Howard,20160620 11:27:21,40900,red,1,818,Howard,30173
-87.65849,41.9713,2016-06-20T11:32:15.000Z,30229,None,358,20160620 11:28:36,1,Howard,20160620 11:27:36,41200,red,1,820,Argyle,30173
-87.65363,41.94743,2016-06-20T11:32:15.000Z,30016,None,359,20160620 11:33:32,0,Howard,20160620 11:31:32,40080,red,1,821,Sheridan,30173
-87.62584,41.76984,2016-06-20T11:32:15.000Z,30177,None,358,20160620 11:33:54,0,Howard,20160620 11:31:54,40910,red,1,824,63rd,30173
-87.6277,41.88074,2016-06-20T11:32:15.000Z,30289,None,358,20160620 11:32:14,0,Howard,20160620 11:31:14,41660,red,1,901,Lake,30173
-87.63029,41.81684,2016-06-20T11:32:15.000Z,30036,None,358,20160620 11:32:51,0,Howard,20160620 11:31:51,40190,red,1,902,Sox-35th,30173
-87.63322,41.90389,2016-06-20T11:32:15.000Z,30122,None,89,20160620 11:32:55,0,95th/Dan Ryan,20160620 11:31:55,40630,red,5,906,Clark/Division,30089
-87.66617,42.0127,2016-06-20T11:32:15.000Z,30227,None,335,20160620 11:30:05,0,Howard,20160620 11:29:05,41190,red,1,911,Jarvis,30173
-87.63159,41.80928,2016-06-20T11:32:15.000Z,30224,None,197,20160620 11:33:19,0,95th/Dan Ryan,20160620 11:31:19,41170,red,5,912,Garfield,30089
-87.65677,41.95496,2016-06-20T11:33:15.000Z,30294,None,178,20160620 11:33:55,0,95th/Dan Ryan,20160620 11:32:55,40080,red,5,801,Sheridan,30089
-87.65849,41.96914,2016-06-20T11:33:15.000Z,30106,None,180,20160620 11:33:57,0,95th/Dan Ryan,20160620 11:32:57,40540,red,5,802,Wilson,30089
-87.65759,41.96427,2016-06-20T11:33:15.000Z,30149,None,344,20160620 11:33:43,0,Howard,20160620 11:31:43,40770,red,1,805,Lawrence,30173
-87.62731,41.86417,2016-06-20T11:33:15.000Z,30269,None,358,20160620 11:33:03,0,Howard,20160620 11:32:03,41400,red,1,806,Roosevelt,30173
-87.65246,41.91304,2016-06-20T11:33:15.000Z,30233,None,326,20160620 11:34:47,0,Howard,20160620 11:32:47,41220,red,1,807,Fullerton,30173
-87.62807,41.77587,2016-06-20T11:33:15.000Z,30192,None,128,20160620 11:33:54,0,95th/Dan Ryan,20160620 11:32:54,40990,red,5,812,69th,30089
-87.6274,41.8674,2016-06-20T11:33:15.000Z,30194,None,178,20160620 11:35:32,0,95th/Dan Ryan,20160620 11:32:32,41000,red,5,814,Cermak-Chinatown,30089
-87.65298,41.92916,2016-06-20T11:33:15.000Z,30234,None,177,20160620 11:33:47,0,95th/Dan Ryan,20160620 11:32:47,41220,red,5,815,Fullerton,30089
-87.65884,41.9835,2016-06-20T11:33:15.000Z,30067,None,178,20160620 11:34:49,0,95th/Dan Ryan,20160620 11:32:49,40340,red,5,816,Berwyn,30089
-87.66909,42.01588,2016-06-20T11:33:15.000Z,30173,None,310,20160620 11:29:21,1,Howard,20160620 11:27:21,40900,red,1,818,Howard,30173
-87.65849,41.9713,2016-06-20T11:33:15.000Z,30229,None,358,20160620 11:28:36,1,Howard,20160620 11:27:36,41200,red,1,820,Argyle,30173
-87.65364,41.94976,2016-06-20T11:33:15.000Z,30016,None,359,20160620 11:33:46,0,Howard,20160620 11:32:46,40080,red,1,821,Sheridan,30173
-87.631,41.78054,2016-06-20T11:33:15.000Z,30223,None,358,20160620 11:34:57,0,Howard,20160620 11:32:57,41170,red,1,824,Garfield,30173
-87.62781,41.88481,2016-06-20T11:33:15.000Z,30064,None,358,20160620 11:34:25,0,Howard,20160620 11:32:25,40330,red,1,901,Grand,30173
-87.63057,41.82823,2016-06-20T11:33:15.000Z,30036,None,358,20160620 11:33:47,0,Howard,20160620 11:32:47,40190,red,1,902,Sox-35th,30173
-87.63141,41.90392,2016-06-20T11:33:15.000Z,30280,None,89,20160620 11:34:10,0,95th/Dan Ryan,20160620 11:32:10,41450,red,5,906,Chicago,30089
-87.66617,42.0127,2016-06-20T11:33:15.000Z,30227,None,335,20160620 11:30:05,0,Howard,20160620 11:29:05,41190,red,1,911,Jarvis,30173
-87.6312,41.79655,2016-06-20T11:33:15.000Z,30224,None,178,20160620 11:33:58,0,95th/Dan Ryan,20160620 11:32:58,41170,red,5,912,Garfield,30089
-87.67289,42.01906,2016-06-20T11:33:15.000Z,30021,None,130,20160620 11:34:35,0,95th/Dan Ryan,20160620 11:32:35,40100,red,5,914,Morse,30089
-87.65493,41.95377,2016-06-20T11:34:15.000Z,30274,None,91,20160620 11:35:39,0,95th/Dan Ryan,20160620 11:33:39,41420,red,5,801,Addison,30089
-87.65761,41.96436,2016-06-20T11:34:15.000Z,30106,None,164,20160620 11:34:56,0,95th/Dan Ryan,20160620 11:33:56,40540,red,5,802,Wilson,30089
-87.65759,41.96427,2016-06-20T11:34:15.000Z,30149,None,344,20160620 11:33:43,0,Howard,20160620 11:31:43,40770,red,1,805,Lawrence,30173
-87.6274,41.8674,2016-06-20T11:34:15.000Z,30285,None,358,20160620 11:34:51,0,Howard,20160620 11:33:51,41490,red,1,806,Harrison,30173
-87.65287,41.92505,2016-06-20T11:34:15.000Z,30233,None,358,20160620 11:34:59,0,Howard,20160620 11:33:59,41220,red,1,807,Fullerton,30173
-87.62441,41.72238,2016-06-20T11:34:15.000Z,30275,None,358,20160620 11:34:46,0,Howard,20160620 11:33:46,41430,red,1,810,87th,30173
-87.62581,41.76836,2016-06-20T11:34:15.000Z,30047,None,177,20160620 11:35:35,0,95th/Dan Ryan,20160620 11:33:35,40240,red,5,812,79th,30089
-87.63098,41.85323,2016-06-20T11:34:15.000Z,30194,None,191,20160620 11:35:39,0,95th/Dan Ryan,20160620 11:33:39,41000,red,5,814,Cermak-Chinatown,30089
-87.65287,41.92505,2016-06-20T11:34:15.000Z,30126,None,178,20160620 11:35:23,0,95th/Dan Ryan,20160620 11:33:23,40650,red,5,815,North/Clybourn,30089
-87.65884,41.9835,2016-06-20T11:34:15.000Z,30067,None,178,20160620 11:34:49,0,95th/Dan Ryan,20160620 11:32:49,40340,red,5,816,Berwyn,30089
-87.65849,41.9713,2016-06-20T11:34:15.000Z,30229,None,358,20160620 11:28:36,1,Howard,20160620 11:27:36,41200,red,1,820,Argyle,30173
-87.65493,41.95377,2016-06-20T11:34:15.000Z,30105,None,271,20160620 11:36:40,0,Howard,20160620 11:33:40,40540,red,1,821,Wilson,30173
-87.63108,41.78419,2016-06-20T11:34:15.000Z,30223,None,358,20160620 11:34:58,0,Howard,20160620 11:33:58,41170,red,1,824,Garfield,30173
-87.62792,41.88755,2016-06-20T11:34:15.000Z,30064,None,356,20160620 11:34:47,0,Howard,20160620 11:33:47,40330,red,1,901,Grand,30173
-87.63064,41.83119,2016-06-20T11:34:15.000Z,30193,None,358,20160620 11:36:16,0,Howard,20160620 11:33:16,41000,red,1,902,Cermak-Chinatown,30173
-87.62826,41.89916,2016-06-20T11:34:15.000Z,30280,None,178,20160620 11:34:49,0,95th/Dan Ryan,20160620 11:33:49,41450,red,5,906,Chicago,30089
-87.66617,42.0127,2016-06-20T11:34:15.000Z,30227,None,335,20160620 11:30:05,1,Howard,20160620 11:29:05,41190,red,1,911,Jarvis,30173
-87.63115,41.79393,2016-06-20T11:34:15.000Z,30178,None,179,20160620 11:34:51,0,95th/Dan Ryan,20160620 11:33:51,40910,red,5,912,63rd,30089
-87.66617,42.0127,2016-06-20T11:34:15.000Z,30021,None,155,20160620 11:34:37,0,95th/Dan Ryan,20160620 11:33:37,40100,red,5,914,Morse,30089
-87.65363,41.95248,2016-06-20T11:35:15.000Z,30274,None,176,20160620 11:35:45,0,95th/Dan Ryan,20160620 11:34:45,41420,red,5,801,Addison,30089
-87.65761,41.96436,2016-06-20T11:35:15.000Z,30294,None,164,20160620 11:36:38,0,95th/Dan Ryan,20160620 11:34:38,40080,red,5,802,Sheridan,30089
-87.65835,41.96665,2016-06-20T11:35:15.000Z,30149,None,348,20160620 11:35:31,0,Howard,20160620 11:34:31,40770,red,1,805,Lawrence,30173
-87.6274,41.8674,2016-06-20T11:35:15.000Z,30285,None,358,20160620 11:34:51,0,Howard,20160620 11:33:51,41490,red,1,806,Harrison,30173
-87.65287,41.92505,2016-06-20T11:35:15.000Z,30255,None,358,20160620 11:36:44,0,Howard,20160620 11:34:44,41320,red,1,807,Belmont,30173
-87.62475,41.73537,2016-06-20T11:35:15.000Z,30046,None,357,20160620 11:36:43,0,Howard,20160620 11:34:43,40240,red,1,810,79th,30173
-87.62569,41.76489,2016-06-20T11:35:15.000Z,30047,None,179,20160620 11:35:58,0,95th/Dan Ryan,20160620 11:34:58,40240,red,5,812,79th,30089
-87.63143,41.85826,2016-06-20T11:35:15.000Z,30194,None,178,20160620 11:35:55,0,95th/Dan Ryan,20160620 11:34:55,41000,red,5,814,Cermak-Chinatown,30089
-87.65252,41.91482,2016-06-20T11:35:15.000Z,30126,None,178,20160620 11:35:58,0,95th/Dan Ryan,20160620 11:34:58,40650,red,5,815,North/Clybourn,30089
-87.65867,41.97798,2016-06-20T11:35:15.000Z,30230,None,178,20160620 11:36:08,0,95th/Dan Ryan,20160620 11:34:08,41200,red,5,816,Argyle,30089
-87.6586,41.97572,2016-06-20T11:35:15.000Z,30066,None,358,20160620 11:35:51,0,Howard,20160620 11:34:51,40340,red,1,820,Berwyn,30173
-87.65677,41.95494,2016-06-20T11:35:15.000Z,30105,None,358,20160620 11:36:56,0,Howard,20160620 11:34:56,40540,red,1,821,Wilson,30173
-87.63117,41.79542,2016-06-20T11:35:15.000Z,30237,None,358,20160620 11:36:58,0,Howard,20160620 11:34:58,41230,red,1,824,47th,30173
-87.62802,41.89166,2016-06-20T11:35:15.000Z,30279,None,358,20160620 11:36:13,0,Howard,20160620 11:34:13,41450,red,1,901,Chicago,30173
-87.63075,41.83514,2016-06-20T11:35:15.000Z,30193,None,358,20160620 11:36:55,0,Howard,20160620 11:34:55,41000,red,1,902,Cermak-Chinatown,30173
-87.62809,41.89417,2016-06-20T11:35:15.000Z,30065,None,178,20160620 11:35:22,0,95th/Dan Ryan,20160620 11:34:22,40330,red,5,906,Grand,30089
-87.66617,42.0127,2016-06-20T11:35:15.000Z,30227,None,335,20160620 11:30:05,1,Howard,20160620 11:29:05,41190,red,1,911,Jarvis,30173
-87.631,41.78054,2016-06-20T11:35:15.000Z,30192,None,178,20160620 11:36:58,0,95th/Dan Ryan,20160620 11:34:58,40990,red,5,912,69th,30089
-87.66591,42.00836,2016-06-20T11:35:15.000Z,30252,None,178,20160620 11:36:01,0,95th/Dan Ryan,20160620 11:34:01,41300,red,5,914,Loyola,30089
-87.65363,41.94743,2016-06-20T11:36:15.000Z,30256,None,179,20160620 11:37:44,0,95th/Dan Ryan,20160620 11:35:44,41320,red,5,801,Belmont,30089
-87.65519,41.95377,2016-06-20T11:36:15.000Z,30294,None,89,20160620 11:37:06,0,95th/Dan Ryan,20160620 11:35:06,40080,red,5,802,Sheridan,30089
-87.65853,41.97345,2016-06-20T11:36:15.000Z,30066,None,358,20160620 11:36:55,0,Howard,20160620 11:35:55,40340,red,1,805,Berwyn,30173
-87.62748,41.87404,2016-06-20T11:36:15.000Z,30109,None,0,20160620 11:36:38,0,Howard,20160620 11:35:38,40560,red,1,806,Jackson,30173
-87.65299,41.92946,2016-06-20T11:36:15.000Z,30255,None,357,20160620 11:37:52,0,Howard,20160620 11:35:52,41320,red,1,807,Belmont,30173
-87.6248,41.73737,2016-06-20T11:36:15.000Z,30046,None,359,20160620 11:36:44,0,Howard,20160620 11:35:44,40240,red,1,810,79th,30173
-87.62524,41.75245,2016-06-20T11:36:15.000Z,30047,None,176,20160620 11:36:58,0,95th/Dan Ryan,20160620 11:35:58,40240,red,5,812,79th,30089
-87.63133,41.85532,2016-06-20T11:36:15.000Z,30194,None,176,20160620 11:36:59,0,95th/Dan Ryan,20160620 11:35:59,41000,red,5,814,Cermak-Chinatown,30089
-87.65037,41.91151,2016-06-20T11:36:15.000Z,30126,None,125,20160620 11:36:49,0,95th/Dan Ryan,20160620 11:35:49,40650,red,5,815,North/Clybourn,30089
-87.65853,41.97345,2016-06-20T11:36:15.000Z,30150,None,178,20160620 11:37:46,0,95th/Dan Ryan,20160620 11:35:46,40770,red,5,816,Lawrence,30089
-87.65876,41.98074,2016-06-20T11:36:15.000Z,30267,None,358,20160620 11:36:45,0,Howard,20160620 11:35:45,41380,red,1,820,Bryn Mawr,30173
-87.65677,41.95494,2016-06-20T11:36:15.000Z,30105,None,358,20160620 11:36:56,0,Howard,20160620 11:34:56,40540,red,1,821,Wilson,30173
-87.63129,41.79942,2016-06-20T11:36:15.000Z,30237,None,358,20160620 11:36:54,0,Howard,20160620 11:35:54,41230,red,1,824,47th,30173
-87.62818,41.89667,2016-06-20T11:36:15.000Z,30121,None,357,20160620 11:37:26,0,Howard,20160620 11:35:26,40630,red,1,901,Clark/Division,30173
-87.63085,41.83895,2016-06-20T11:36:15.000Z,30193,None,358,20160620 11:37:55,0,Howard,20160620 11:35:55,41000,red,1,902,Cermak-Chinatown,30173
-87.62802,41.89166,2016-06-20T11:36:15.000Z,30290,None,178,20160620 11:36:24,0,95th/Dan Ryan,20160620 11:35:24,41660,red,5,906,Lake,30089
-87.63083,41.77898,2016-06-20T11:36:15.000Z,30192,None,167,20160620 11:36:54,0,95th/Dan Ryan,20160620 11:35:54,40990,red,5,912,69th,30089
-87.66106,42.00107,2016-06-20T11:36:15.000Z,30148,None,129,20160620 11:37:58,0,95th/Dan Ryan,20160620 11:35:58,40760,red,5,914,Granville,30089
-87.65353,41.9452,2016-06-20T11:37:15.000Z,30256,None,178,20160620 11:37:46,0,95th/Dan Ryan,20160620 11:36:46,41320,red,5,801,Belmont,30089
-87.65745,41.96352,2016-06-20T11:37:15.000Z,30294,None,165,20160620 11:38:17,0,95th/Dan Ryan,20160620 11:36:17,40080,red,5,802,Sheridan,30089
-87.6586,41.97572,2016-06-20T11:37:15.000Z,30066,None,358,20160620 11:37:51,0,Howard,20160620 11:36:51,40340,red,1,805,Berwyn,30173
-87.6276,41.87815,2016-06-20T11:37:15.000Z,30211,None,357,20160620 11:37:55,0,Howard,20160620 11:36:55,41090,red,1,806,Monroe,30173
-87.65317,41.93383,2016-06-20T11:37:15.000Z,30255,None,357,20160620 11:37:41,0,Howard,20160620 11:36:41,41320,red,1,807,Belmont,30173
-87.62518,41.75042,2016-06-20T11:37:15.000Z,30191,None,359,20160620 11:38:54,0,Howard,20160620 11:36:54,40990,red,1,810,69th,30173
-87.62518,41.75042,2016-06-20T11:37:15.000Z,30276,None,179,20160620 11:38:05,0,95th/Dan Ryan,20160620 11:36:05,41430,red,5,812,87th,30089
-87.63097,41.85321,2016-06-20T11:37:15.000Z,30037,None,163,20160620 11:38:59,0,95th/Dan Ryan,20160620 11:36:59,40190,red,5,814,Sox-35th,30089
-87.6477,41.9096,2016-06-20T11:37:15.000Z,30122,None,125,20160620 11:38:55,0,95th/Dan Ryan,20160620 11:36:55,40630,red,5,815,Clark/Division,30089
-87.65849,41.96914,2016-06-20T11:37:15.000Z,30106,None,180,20160620 11:37:13,0,95th/Dan Ryan,20160620 11:36:13,40540,red,5,816,Wilson,30089
-87.65908,41.99026,2016-06-20T11:37:15.000Z,30147,None,357,20160620 11:37:52,0,Howard,20160620 11:36:52,40760,red,1,820,Granville,30173
-87.65759,41.96427,2016-06-20T11:37:15.000Z,30149,None,344,20160620 11:38:58,0,Howard,20160620 11:36:58,40770,red,1,821,Lawrence,30173
-87.63101,41.81036,2016-06-20T11:37:15.000Z,30036,None,32,20160620 11:38:55,0,Howard,20160620 11:36:55,40190,red,1,824,Sox-35th,30173
-87.62893,41.90394,2016-06-20T11:37:15.000Z,30121,None,273,20160620 11:37:59,0,Howard,20160620 11:36:59,40630,red,1,901,Clark/Division,30173
-87.63094,41.8479,2016-06-20T11:37:15.000Z,30193,None,10,20160620 11:37:52,0,Howard,20160620 11:36:52,41000,red,1,902,Cermak-Chinatown,30173
-87.62781,41.88481,2016-06-20T11:37:15.000Z,30212,None,178,20160620 11:37:55,0,95th/Dan Ryan,20160620 11:36:55,41090,red,5,906,Monroe,30089
-87.62582,41.76887,2016-06-20T11:37:15.000Z,30192,None,178,20160620 11:37:53,0,95th/Dan Ryan,20160620 11:36:53,40990,red,5,912,69th,30089
-87.65927,41.99767,2016-06-20T11:37:15.000Z,30148,None,179,20160620 11:37:53,0,95th/Dan Ryan,20160620 11:36:53,40760,red,5,914,Granville,30089
-87.65332,41.93739,2016-06-20T11:38:15.000Z,30234,None,177,20160620 11:40:41,0,95th/Dan Ryan,20160620 11:37:41,41220,red,5,801,Fullerton,30089
-87.65677,41.95496,2016-06-20T11:38:15.000Z,30294,None,178,20160620 11:38:50,0,95th/Dan Ryan,20160620 11:37:50,40080,red,5,802,Sheridan,30089
-87.65867,41.97798,2016-06-20T11:38:15.000Z,30169,None,358,20160620 11:39:14,0,Howard,20160620 11:37:14,40880,red,1,805,Thorndale,30173
-87.62765,41.87945,2016-06-20T11:38:15.000Z,30211,None,357,20160620 11:38:49,0,Howard,20160620 11:37:49,41090,red,1,806,Monroe,30173
-87.65339,41.9403,2016-06-20T11:38:15.000Z,30273,None,359,20160620 11:39:57,0,Howard,20160620 11:37:57,41420,red,1,807,Addison,30173
-87.62518,41.75042,2016-06-20T11:38:15.000Z,30191,None,359,20160620 11:38:54,0,Howard,20160620 11:36:54,40990,red,1,810,69th,30173
-87.6249,41.74128,2016-06-20T11:38:15.000Z,30276,None,177,20160620 11:38:55,0,95th/Dan Ryan,20160620 11:37:55,41430,red,5,812,87th,30089
-87.63114,41.84297,2016-06-20T11:38:15.000Z,30037,None,176,20160620 11:38:52,0,95th/Dan Ryan,20160620 11:37:52,40190,red,5,814,Sox-35th,30089
-87.63866,41.9038,2016-06-20T11:38:15.000Z,30122,None,89,20160620 11:38:57,0,95th/Dan Ryan,20160620 11:37:57,40630,red,5,815,Clark/Division,30089
-87.65849,41.96914,2016-06-20T11:38:15.000Z,30106,None,180,20160620 11:37:13,0,95th/Dan Ryan,20160620 11:36:13,40540,red,5,816,Wilson,30089
-87.66106,42.00107,2016-06-20T11:38:15.000Z,30251,None,309,20160620 11:38:44,0,Howard,20160620 11:37:44,41300,red,1,820,Loyola,30173
-87.65759,41.96427,2016-06-20T11:38:15.000Z,30149,None,344,20160620 11:38:58,0,Howard,20160620 11:36:58,40770,red,1,821,Lawrence,30173
-87.63019,41.81264,2016-06-20T11:38:15.000Z,30036,None,1,20160620 11:39:52,0,Howard,20160620 11:37:52,40190,red,1,824,Sox-35th,30173
-87.63141,41.90392,2016-06-20T11:38:15.000Z,30125,None,269,20160620 11:39:56,0,Howard,20160620 11:37:56,40650,red,1,901,North/Clybourn,30173
-87.63097,41.85321,2016-06-20T11:38:15.000Z,30269,None,343,20160620 11:40:31,0,Howard,20160620 11:37:31,41400,red,1,902,Roosevelt,30173
-87.62775,41.88321,2016-06-20T11:38:15.000Z,30110,None,177,20160620 11:38:57,0,95th/Dan Ryan,20160620 11:37:57,40560,red,5,906,Jackson,30089
-87.62574,41.76663,2016-06-20T11:38:15.000Z,30047,None,177,20160620 11:38:52,0,95th/Dan Ryan,20160620 11:37:52,40240,red,5,912,79th,30089
-87.65912,41.99196,2016-06-20T11:38:15.000Z,30170,None,178,20160620 11:38:55,0,95th/Dan Ryan,20160620 11:37:55,40880,red,5,914,Thorndale,30089
-87.65332,41.93739,2016-06-20T11:39:16.000Z,30234,None,177,20160620 11:40:41,0,95th/Dan Ryan,20160620 11:37:41,41220,red,5,801,Fullerton,30089
-87.65493,41.95377,2016-06-20T11:39:16.000Z,30274,None,91,20160620 11:40:28,0,95th/Dan Ryan,20160620 11:38:28,41420,red,5,802,Addison,30089
-87.65884,41.9835,2016-06-20T11:39:16.000Z,30169,None,358,20160620 11:39:37,0,Howard,20160620 11:38:37,40880,red,1,805,Thorndale,30173
-87.62772,41.88198,2016-06-20T11:39:16.000Z,30289,None,358,20160620 11:39:55,0,Howard,20160620 11:38:55,41660,red,1,806,Lake,30173
-87.65338,41.94282,2016-06-20T11:39:16.000Z,30273,None,5,20160620 11:39:53,0,Howard,20160620 11:38:53,41420,red,1,807,Addison,30173
