lon,lat,timestamp,nextStpId,flags,heading,arrT,isDly,destNm,prdt,nextStaId,line,trDr,rn,nextStaNm,destSt
-87.63548,41.8903,2016-06-20T16:35:48.000Z,30074,None,167,20160620 16:36:37,0,Linden,20160620 16:35:37,40380,p,5,505,Clark/Lake,30203
-87.63708,41.90487,2016-06-20T16:35:48.000Z,30138,None,176,20160620 16:37:25,0,Loop,20160620 16:35:25,40710,p,5,506,Chicago,30203
-87.66662,42.01352,2016-06-20T16:35:48.000Z,30106,None,149,20160620 16:34:27,1,Loop,20160620 16:28:27,40540,p,5,507,Wilson,30203
-87.66987,42.01657,2016-06-20T16:35:48.000Z,30106,None,131,20160620 16:42:33,0,Loop,20160620 16:35:33,40540,p,5,508,Wilson,30203
-87.6789,42.03054,2016-06-20T16:35:48.000Z,30164,None,167,20160620 16:36:17,0,Loop,20160620 16:35:17,40840,p,5,509,South Boulevard,30203
-87.68356,42.05416,2016-06-20T16:35:48.000Z,30011,None,179,20160620 16:36:37,0,Loop,20160620 16:35:37,40050,p,5,510,Davis,30203
-87.65848,41.96888,2016-06-20T16:35:48.000Z,30163,None,357,20160620 16:43:31,0,Linden,20160620 16:35:31,40840,p,1,513,South Boulevard,30203
-87.65298,41.92914,2016-06-20T16:35:48.000Z,30236,None,177,20160620 16:36:28,0,Loop,20160620 16:35:28,41220,p,5,514,Fullerton,30203
-87.65338,41.9435,2016-06-20T16:35:48.000Z,30258,None,176,20160620 16:36:37,0,Loop,20160620 16:35:37,41320,p,5,515,Belmont,30203
-87.65341,41.9407,2016-06-20T16:35:48.000Z,30163,None,358,20160620 16:51:17,0,Linden,20160620 16:35:17,40840,p,1,516,South Boulevard,30203
-87.67226,42.01854,2016-06-20T16:35:48.000Z,30163,None,309,20160620 16:34:30,0,Linden,20160620 16:33:30,40840,p,1,517,South Boulevard,30203
-87.65519,41.95377,2016-06-20T16:35:48.000Z,30294,None,89,20160620 16:37:17,0,Loop,20160620 16:35:17,40080,p,5,518,Sheridan,30203
-87.63397,41.88897,2016-06-20T16:36:48.000Z,30137,None,357,20160620 16:36:35,0,Linden,20160620 16:34:35,40710,p,1,504,Chicago,30203
-87.63274,41.88573,2016-06-20T16:36:48.000Z,30074,None,89,20160620 16:37:28,0,Linden,20160620 16:36:28,40380,p,5,505,Clark/Lake,30203
-87.63708,41.90487,2016-06-20T16:36:48.000Z,30138,None,176,20160620 16:37:25,0,Loop,20160620 16:35:25,40710,p,5,506,Chicago,30203
-87.66592,42.00868,2016-06-20T16:36:48.000Z,30106,None,178,20160620 16:42:31,0,Loop,20160620 16:36:31,40540,p,5,507,Wilson,30203
-87.66987,42.01657,2016-06-20T16:36:48.000Z,30106,None,131,20160620 16:42:33,0,Loop,20160620 16:35:33,40540,p,5,508,Wilson,30203
-87.67833,42.02761,2016-06-20T16:36:48.000Z,30176,None,170,20160620 16:37:03,0,Loop,20160620 16:36:03,40900,p,5,509,Howard,30203
-87.68356,42.05416,2016-06-20T16:36:48.000Z,30011,None,179,20160620 16:36:37,0,Loop,20160620 16:35:37,40050,p,5,510,Davis,30203
-87.65859,41.97536,2016-06-20T16:36:48.000Z,30163,None,358,20160620 16:42:23,0,Linden,20160620 16:36:23,40840,p,1,513,South Boulevard,30203
-87.65287,41.92505,2016-06-20T16:36:48.000Z,30128,None,178,20160620 16:38:15,0,Loop,20160620 16:36:15,40660,p,5,514,Armitage,30203
-87.65336,41.93873,2016-06-20T16:36:48.000Z,30104,None,179,20160620 16:37:19,0,Loop,20160620 16:36:19,40530,p,5,515,Diversey,30203
-87.65352,41.94457,2016-06-20T16:36:48.000Z,30175,None,358,20160620 16:49:27,0,Linden,20160620 16:36:27,40900,p,1,516,Howard,30203
-87.67289,42.01906,2016-06-20T16:36:48.000Z,30163,None,309,20160620 16:37:17,0,Linden,20160620 16:36:17,40840,p,1,517,South Boulevard,30203
-87.65745,41.96352,2016-06-20T16:36:48.000Z,30294,None,165,20160620 16:37:20,0,Loop,20160620 16:36:20,40080,p,5,518,Sheridan,30203
-87.63563,41.8946,2016-06-20T16:37:48.000Z,30137,None,359,20160620 16:38:35,0,Linden,20160620 16:37:35,40710,p,1,504,Chicago,30203
-87.63089,41.88574,2016-06-20T16:37:48.000Z,30050,None,89,20160620 16:37:55,0,Linden,20160620 16:36:55,40260,p,5,505,State/Lake,30203
-87.63659,41.89909,2016-06-20T16:37:48.000Z,30138,None,176,20160620 16:38:19,0,Loop,20160620 16:37:19,40710,p,5,506,Chicago,30203
-87.66523,42.00459,2016-06-20T16:37:48.000Z,30106,None,152,20160620 16:42:31,0,Loop,20160620 16:37:31,40540,p,5,507,Wilson,30203
-87.66987,42.01657,2016-06-20T16:37:48.000Z,30106,None,131,20160620 16:42:33,0,Loop,20160620 16:35:33,40540,p,5,508,Wilson,30203
-87.67408,42.02004,2016-06-20T16:37:48.000Z,30106,None,127,20160620 16:46:16,0,Loop,20160620 16:37:16,40540,p,5,509,Wilson,30203
-87.68354,42.04771,2016-06-20T16:37:48.000Z,30134,None,183,20160620 16:39:11,0,Loop,20160620 16:37:11,40690,p,5,510,Dempster,30203
-87.65897,41.98711,2016-06-20T16:37:48.000Z,30163,None,357,20160620 16:41:15,0,Linden,20160620 16:37:15,40840,p,1,513,South Boulevard,30203
-87.65284,41.9243,2016-06-20T16:37:48.000Z,30128,None,178,20160620 16:38:32,0,Loop,20160620 16:37:32,40660,p,5,514,Armitage,30203
-87.65327,41.93602,2016-06-20T16:37:48.000Z,30104,None,177,20160620 16:38:24,0,Loop,20160620 16:37:24,40530,p,5,515,Diversey,30203
-87.65363,41.94756,2016-06-20T16:37:48.000Z,30175,None,359,20160620 16:49:33,0,Linden,20160620 16:37:33,40900,p,1,516,Howard,30203
-87.67833,42.02761,2016-06-20T16:37:48.000Z,30052,None,350,20160620 16:39:16,0,Linden,20160620 16:37:16,40270,p,1,517,Main,30203
-87.65677,41.95496,2016-06-20T16:37:48.000Z,30294,None,178,20160620 16:38:28,0,Loop,20160620 16:37:28,40080,p,5,518,Sheridan,30203
-87.63595,41.89678,2016-06-20T16:38:48.000Z,30155,None,307,20160620 16:43:18,0,Linden,20160620 16:38:18,40800,p,1,504,Sedgwick,30203
-87.62758,41.88574,2016-06-20T16:38:48.000Z,30039,None,90,20160620 16:39:30,0,Linden,20160620 16:38:30,40200,p,5,505,Randolph/Wabash,30203
-87.63595,41.89678,2016-06-20T16:38:48.000Z,30091,None,127,20160620 16:41:25,0,Loop,20160620 16:38:25,40460,p,5,506,Merchandise Mart,30203
-87.65985,41.9998,2016-06-20T16:38:48.000Z,30106,None,149,20160620 16:42:18,0,Loop,20160620 16:38:18,40540,p,5,507,Wilson,30203
-87.66987,42.01657,2016-06-20T16:38:48.000Z,30106,None,131,20160620 16:42:33,0,Loop,20160620 16:35:33,40540,p,5,508,Wilson,30203
-87.67289,42.01906,2016-06-20T16:38:48.000Z,30106,None,129,20160620 16:45:49,0,Loop,20160620 16:37:49,40540,p,5,509,Wilson,30203
-87.68254,42.04473,2016-06-20T16:38:48.000Z,30134,None,157,20160620 16:39:37,0,Loop,20160620 16:38:37,40690,p,5,510,Dempster,30203
-87.65927,41.99776,2016-06-20T16:38:48.000Z,30163,None,359,20160620 16:41:11,0,Linden,20160620 16:38:11,40840,p,1,513,South Boulevard,30203
-87.65264,41.91822,2016-06-20T16:38:48.000Z,30156,None,178,20160620 16:41:19,0,Loop,20160620 16:38:19,40800,p,5,514,Sedgwick,30203
-87.65312,41.93251,2016-06-20T16:38:48.000Z,30236,None,176,20160620 16:40:20,0,Loop,20160620 16:38:20,41220,p,5,515,Fullerton,30203
-87.65364,41.95044,2016-06-20T16:38:48.000Z,30175,None,359,20160620 16:49:16,0,Linden,20160620 16:38:16,40900,p,1,516,Howard,30203
-87.6789,42.03054,2016-06-20T16:38:48.000Z,30052,None,347,20160620 16:39:29,0,Linden,20160620 16:38:29,40270,p,1,517,Main,30203
-87.65493,41.95377,2016-06-20T16:38:48.000Z,30258,None,91,20160620 16:41:35,0,Loop,20160620 16:38:35,41320,p,5,518,Belmont,30203
-87.64324,41.91037,2016-06-20T16:39:48.000Z,30127,None,268,20160620 16:41:22,0,Linden,20160620 16:39:22,40660,p,1,504,Armitage,30203
-87.62622,41.88443,2016-06-20T16:39:48.000Z,30039,None,178,20160620 16:40:29,0,Linden,20160620 16:39:29,40200,p,5,505,Randolph/Wabash,30203
-87.63561,41.89369,2016-06-20T16:39:48.000Z,30091,None,178,20160620 16:41:30,0,Loop,20160620 16:39:30,40460,p,5,506,Merchandise Mart,30203
-87.65919,41.99508,2016-06-20T16:39:48.000Z,30106,None,179,20160620 16:42:35,0,Loop,20160620 16:39:35,40540,p,5,507,Wilson,30203
-87.66987,42.01657,2016-06-20T16:39:48.000Z,30106,None,131,20160620 16:42:33,1,Loop,20160620 16:35:33,40540,p,5,508,Wilson,30203
-87.67289,42.01906,2016-06-20T16:39:48.000Z,30106,None,129,20160620 16:45:49,0,Loop,20160620 16:37:49,40540,p,5,509,Wilson,30203
-87.6816,42.04165,2016-06-20T16:39:48.000Z,30053,None,166,20160620 16:40:51,0,Loop,20160620 16:38:51,40270,p,5,510,Main,30203
-87.6658,42.00651,2016-06-20T16:39:48.000Z,30163,None,354,20160620 16:41:14,0,Linden,20160620 16:39:14,40840,p,1,513,South Boulevard,30203
-87.65252,41.91469,2016-06-20T16:39:48.000Z,30156,None,178,20160620 16:41:25,0,Loop,20160620 16:39:25,40800,p,5,514,Sedgwick,30203
-87.65295,41.92815,2016-06-20T16:39:48.000Z,30236,None,178,20160620 16:40:27,0,Loop,20160620 16:39:27,41220,p,5,515,Fullerton,30203
-87.6537,41.95346,2016-06-20T16:39:48.000Z,30175,None,334,20160620 16:50:21,0,Linden,20160620 16:39:21,40900,p,1,516,Howard,30203
-87.67954,42.03346,2016-06-20T16:39:48.000Z,30133,None,337,20160620 16:40:56,0,Linden,20160620 16:38:56,40690,p,1,517,Dempster,30203
-87.65364,41.94927,2016-06-20T16:39:48.000Z,30258,None,179,20160620 16:41:36,0,Loop,20160620 16:39:36,41320,p,5,518,Belmont,30203
-87.64324,41.91037,2016-06-20T16:40:48.000Z,30127,None,268,20160620 16:41:22,0,Linden,20160620 16:39:22,40660,p,1,504,Armitage,30203
-87.62619,41.88322,2016-06-20T16:40:48.000Z,30132,None,178,20160620 16:41:35,0,Linden,20160620 16:40:35,40680,p,5,505,Adams/Wabash,30203
-87.63553,41.89051,2016-06-20T16:40:48.000Z,30091,None,179,20160620 16:41:57,0,Loop,20160620 16:39:57,40460,p,5,506,Merchandise Mart,30203
-87.65899,41.98805,2016-06-20T16:40:48.000Z,30106,None,178,20160620 16:42:28,0,Loop,20160620 16:40:28,40540,p,5,507,Wilson,30203
-87.66987,42.01657,2016-06-20T16:40:48.000Z,30106,None,131,20160620 16:42:33,1,Loop,20160620 16:35:33,40540,p,5,508,Wilson,30203
-87.67289,42.01906,2016-06-20T16:40:48.000Z,30106,None,129,20160620 16:45:49,0,Loop,20160620 16:37:49,40540,p,5,509,Wilson,30203
-87.67954,42.03346,2016-06-20T16:40:48.000Z,30164,None,157,20160620 16:41:35,0,Loop,20160620 16:40:35,40840,p,5,510,South Boulevard,30203
-87.68605,42.06474,2016-06-20T16:40:48.000Z,30242,None,150,20160620 16:41:35,0,Loop,20160620 16:40:35,41250,p,5,511,Central,30203
-87.6686,42.01545,2016-06-20T16:40:48.000Z,30163,None,310,20160620 16:41:26,0,Linden,20160620 16:40:26,40840,p,1,513,South Boulevard,30203
-87.64669,41.91033,2016-06-20T16:40:48.000Z,30156,None,92,20160620 16:41:17,0,Loop,20160620 16:40:17,40800,p,5,514,Sedgwick,30203
-87.65287,41.92505,2016-06-20T16:40:48.000Z,30128,None,178,20160620 16:42:00,0,Loop,20160620 16:40:00,40660,p,5,515,Armitage,30203
-87.65493,41.95377,2016-06-20T16:40:48.000Z,30175,None,271,20160620 16:49:59,0,Linden,20160620 16:39:59,40900,p,1,516,Howard,30203
-87.6816,42.04165,2016-06-20T16:40:48.000Z,30010,None,346,20160620 16:42:26,0,Linden,20160620 16:40:26,40050,p,1,517,Davis,30203
-87.65345,41.94205,2016-06-20T16:40:48.000Z,30258,None,178,20160620 16:41:39,0,Loop,20160620 16:40:39,41320,p,5,518,Belmont,30203
-87.64324,41.91037,2016-06-20T16:41:49.000Z,30127,None,268,20160620 16:41:22,0,Linden,20160620 16:39:22,40660,p,1,504,Armitage,30203
-87.62611,41.88013,2016-06-20T16:41:49.000Z,30132,None,178,20160620 16:42:29,0,Linden,20160620 16:41:29,40680,p,5,505,Adams/Wabash,30203
-87.63548,41.8903,2016-06-20T16:41:49.000Z,30074,None,167,20160620 16:43:19,0,Linden,20160620 16:41:19,40380,p,5,506,Clark/Lake,30203
-87.65862,41.97624,2016-06-20T16:41:49.000Z,30106,None,178,20160620 16:42:22,0,Loop,20160620 16:41:22,40540,p,5,507,Wilson,30203
-87.66662,42.01352,2016-06-20T16:41:49.000Z,30106,None,149,20160620 16:47:38,0,Loop,20160620 16:41:38,40540,p,5,508,Wilson,30203
-87.67289,42.01906,2016-06-20T16:41:49.000Z,30106,None,129,20160620 16:45:49,0,Loop,20160620 16:37:49,40540,p,5,509,Wilson,30203
-87.6789,42.03054,2016-06-20T16:41:49.000Z,30164,None,167,20160620 16:42:09,0,Loop,20160620 16:41:09,40840,p,5,510,South Boulevard,30203
-87.68551,42.0638,2016-06-20T16:41:49.000Z,30079,None,148,20160620 16:42:15,0,Loop,20160620 16:41:15,40400,p,5,511,Noyes,30203
-87.67226,42.01854,2016-06-20T16:41:49.000Z,30163,None,309,20160620 16:42:15,0,Linden,20160620 16:41:15,40840,p,1,513,South Boulevard,30203
-87.64423,41.91035,2016-06-20T16:41:49.000Z,30156,None,89,20160620 16:42:05,0,Loop,20160620 16:41:05,40800,p,5,514,Sedgwick,30203
-87.65287,41.92505,2016-06-20T16:41:49.000Z,30128,None,178,20160620 16:42:00,0,Loop,20160620 16:40:00,40660,p,5,515,Armitage,30203
-87.65678,41.95535,2016-06-20T16:41:49.000Z,30163,None,358,20160620 16:50:42,0,Linden,20160620 16:40:42,40840,p,1,516,South Boulevard,30203
-87.68254,42.04473,2016-06-20T16:41:49.000Z,30010,None,337,20160620 16:42:37,0,Linden,20160620 16:41:37,40050,p,1,517,Davis,30203
-87.65336,41.93873,2016-06-20T16:41:49.000Z,30104,None,179,20160620 16:42:13,0,Loop,20160620 16:41:13,40530,p,5,518,Diversey,30203
-87.64324,41.91037,2016-06-20T16:42:49.000Z,30127,None,268,20160620 16:41:22,0,Linden,20160620 16:39:22,40660,p,1,504,Armitage,30203
-87.62604,41.87752,2016-06-20T16:42:49.000Z,30166,None,179,20160620 16:43:35,0,Linden,20160620 16:42:35,40850,p,5,505,Harold Washington Library-State/Van Buren,30203
-87.63392,41.88583,2016-06-20T16:42:49.000Z,30074,None,178,20160620 16:43:23,0,Linden,20160620 16:42:23,40380,p,5,506,Clark/Lake,30203
-87.65849,41.97152,2016-06-20T16:42:49.000Z,30106,None,178,20160620 16:42:50,0,Loop,20160620 16:41:50,40540,p,5,507,Wilson,30203
-87.66592,42.00868,2016-06-20T16:42:49.000Z,30106,None,178,20160620 16:47:56,0,Loop,20160620 16:41:56,40540,p,5,508,Wilson,30203
-87.67289,42.01906,2016-06-20T16:42:49.000Z,30106,None,129,20160620 16:45:49,1,Loop,20160620 16:37:49,40540,p,5,509,Wilson,30203
-87.67833,42.02761,2016-06-20T16:42:49.000Z,30176,None,170,20160620 16:42:51,0,Loop,20160620 16:41:51,40900,p,5,510,Howard,30203
-87.68393,42.06106,2016-06-20T16:42:49.000Z,30011,None,150,20160620 16:43:17,0,Loop,20160620 16:42:17,40050,p,5,511,Davis,30203
-87.67226,42.01854,2016-06-20T16:42:49.000Z,30163,None,309,20160620 16:42:15,0,Linden,20160620 16:41:15,40840,p,1,513,South Boulevard,30203
-87.6377,41.91033,2016-06-20T16:42:49.000Z,30138,None,116,20160620 16:44:24,0,Loop,20160620 16:42:24,40710,p,5,514,Chicago,30203
-87.65264,41.91822,2016-06-20T16:42:49.000Z,30156,None,178,20160620 16:45:28,0,Loop,20160620 16:42:28,40800,p,5,515,Sedgwick,30203
-87.65678,41.95535,2016-06-20T16:42:49.000Z,30163,None,358,20160620 16:50:42,0,Linden,20160620 16:40:42,40840,p,1,516,South Boulevard,30203
-87.68354,42.04771,2016-06-20T16:42:49.000Z,30101,None,3,20160620 16:43:51,0,Linden,20160620 16:41:51,40520,p,1,517,Foster,30203
-87.65327,41.93602,2016-06-20T16:42:49.000Z,30104,None,177,20160620 16:43:14,0,Loop,20160620 16:42:14,40530,p,5,518,Diversey,30203
-87.64716,41.91043,2016-06-20T16:43:49.000Z,30127,None,299,20160620 16:45:25,0,Linden,20160620 16:43:25,40660,p,1,504,Armitage,30203
-87.6282,41.87691,2016-06-20T16:43:49.000Z,30031,None,267,20160620 16:44:36,0,Linden,20160620 16:43:36,40160,p,5,505,LaSalle/Van Buren,30203
-87.63392,41.88583,2016-06-20T16:43:49.000Z,30074,None,178,20160620 16:43:23,0,Linden,20160620 16:42:23,40380,p,5,506,Clark/Lake,30203
-87.65761,41.96436,2016-06-20T16:43:49.000Z,30294,None,164,20160620 16:45:07,0,Loop,20160620 16:43:07,40080,p,5,507,Sheridan,30203
-87.66194,42.00169,2016-06-20T16:43:49.000Z,30106,None,120,20160620 16:47:20,0,Loop,20160620 16:43:20,40540,p,5,508,Wilson,30203
-87.67289,42.01906,2016-06-20T16:43:49.000Z,30106,None,129,20160620 16:45:49,1,Loop,20160620 16:37:49,40540,p,5,509,Wilson,30203
-87.67408,42.02004,2016-06-20T16:43:49.000Z,30106,None,127,20160620 16:52:05,0,Loop,20160620 16:43:05,40540,p,5,510,Wilson,30203
-87.68356,42.05416,2016-06-20T16:43:49.000Z,30011,None,179,20160620 16:44:31,0,Loop,20160620 16:43:31,40050,p,5,511,Davis,30203
-87.67226,42.01854,2016-06-20T16:43:49.000Z,30163,None,309,20160620 16:42:15,0,Linden,20160620 16:41:15,40840,p,1,513,South Boulevard,30203
-87.63708,41.90487,2016-06-20T16:43:49.000Z,30138,None,176,20160620 16:44:57,0,Loop,20160620 16:42:57,40710,p,5,514,Chicago,30203
-87.65252,41.91469,2016-06-20T16:43:49.000Z,30156,None,178,20160620 16:45:36,0,Loop,20160620 16:43:36,40800,p,5,515,Sedgwick,30203
-87.65848,41.96888,2016-06-20T16:43:49.000Z,30163,None,357,20160620 16:51:21,0,Linden,20160620 16:43:21,40840,p,1,516,South Boulevard,30203
-87.6835,42.05094,2016-06-20T16:43:49.000Z,30101,None,0,20160620 16:44:14,0,Linden,20160620 16:43:14,40520,p,1,517,Foster,30203
-87.65312,41.93251,2016-06-20T16:43:49.000Z,30236,None,176,20160620 16:45:23,0,Loop,20160620 16:43:23,41220,p,5,518,Fullerton,30203
-87.64934,41.91157,2016-06-20T16:44:49.000Z,30127,None,285,20160620 16:45:09,0,Linden,20160620 16:44:09,40660,p,1,504,Armitage,30203
-87.6327,41.87685,2016-06-20T16:44:49.000Z,30031,None,269,20160620 16:45:35,0,Linden,20160620 16:44:35,40160,p,5,505,LaSalle/Van Buren,30203
-87.63392,41.88583,2016-06-20T16:44:49.000Z,30074,None,178,20160620 16:43:23,0,Linden,20160620 16:42:23,40380,p,5,506,Clark/Lake,30203
-87.65519,41.95377,2016-06-20T16:44:49.000Z,30294,None,89,20160620 16:45:49,0,Loop,20160620 16:43:49,40080,p,5,507,Sheridan,30203
-87.65925,41.99711,2016-06-20T16:44:49.000Z,30106,None,177,20160620 16:47:37,0,Loop,20160620 16:44:37,40540,p,5,508,Wilson,30203
-87.67289,42.01906,2016-06-20T16:44:49.000Z,30106,None,129,20160620 16:45:49,1,Loop,20160620 16:37:49,40540,p,5,509,Wilson,30203
-87.67408,42.02004,2016-06-20T16:44:49.000Z,30106,None,127,20160620 16:52:05,0,Loop,20160620 16:43:05,40540,p,5,510,Wilson,30203
-87.68356,42.05416,2016-06-20T16:44:49.000Z,30011,None,179,20160620 16:44:31,0,Loop,20160620 16:43:31,40050,p,5,511,Davis,30203
-87.67226,42.01854,2016-06-20T16:44:49.000Z,30163,None,309,20160620 16:42:15,0,Linden,20160620 16:41:15,40840,p,1,513,South Boulevard,30203
-87.63659,41.89909,2016-06-20T16:44:49.000Z,30138,None,176,20160620 16:45:18,0,Loop,20160620 16:44:18,40710,p,5,514,Chicago,30203
-87.64669,41.91033,2016-06-20T16:44:49.000Z,30156,None,92,20160620 16:45:23,0,Loop,20160620 16:44:23,40800,p,5,515,Sedgwick,30203
-87.65859,41.97536,2016-06-20T16:44:49.000Z,30163,None,358,20160620 16:50:16,0,Linden,20160620 16:44:16,40840,p,1,516,South Boulevard,30203
-87.68356,42.05416,2016-06-20T16:44:49.000Z,30078,None,359,20160620 16:44:41,0,Linden,20160620 16:43:41,40400,p,1,517,Noyes,30203
-87.65291,41.92678,2016-06-20T16:44:49.000Z,30236,None,178,20160620 16:45:34,0,Loop,20160620 16:44:34,41220,p,5,518,Fullerton,30203
-87.65264,41.91822,2016-06-20T16:45:49.000Z,30235,None,358,20160620 16:47:39,0,Linden,20160620 16:45:39,41220,p,1,504,Fullerton,30203
-87.63365,41.87695,2016-06-20T16:45:49.000Z,30007,None,307,20160620 16:46:49,0,Linden,20160620 16:44:49,40040,p,5,505,Quincy,30203
-87.63392,41.88583,2016-06-20T16:45:49.000Z,30074,None,178,20160620 16:43:23,0,Linden,20160620 16:42:23,40380,p,5,506,Clark/Lake,30203
-87.65677,41.95496,2016-06-20T16:45:49.000Z,30294,None,178,20160620 16:45:51,0,Loop,20160620 16:44:51,40080,p,5,507,Sheridan,30203
-87.65915,41.99279,2016-06-20T16:45:49.000Z,30106,None,176,20160620 16:48:09,0,Loop,20160620 16:45:09,40540,p,5,508,Wilson,30203
-87.67289,42.01906,2016-06-20T16:45:49.000Z,30106,None,129,20160620 16:45:49,1,Loop,20160620 16:37:49,40540,p,5,509,Wilson,30203
-87.67408,42.02004,2016-06-20T16:45:49.000Z,30106,None,127,20160620 16:52:05,0,Loop,20160620 16:43:05,40540,p,5,510,Wilson,30203
-87.68254,42.04473,2016-06-20T16:45:49.000Z,30134,None,157,20160620 16:46:13,0,Loop,20160620 16:45:13,40690,p,5,511,Dempster,30203
-87.67833,42.02761,2016-06-20T16:45:49.000Z,30052,None,350,20160620 16:47:31,0,Linden,20160620 16:45:31,40270,p,1,513,Main,30203
-87.63595,41.89678,2016-06-20T16:45:49.000Z,30091,None,127,20160620 16:47:47,0,Loop,20160620 16:44:47,40460,p,5,514,Merchandise Mart,30203
-87.64177,41.91039,2016-06-20T16:45:49.000Z,30156,None,89,20160620 16:46:23,0,Loop,20160620 16:45:23,40800,p,5,515,Sedgwick,30203
-87.65897,41.98711,2016-06-20T16:45:49.000Z,30163,None,357,20160620 16:49:17,0,Linden,20160620 16:45:17,40840,p,1,516,South Boulevard,30203
-87.68334,42.05828,2016-06-20T16:45:49.000Z,30241,None,359,20160620 16:46:44,0,Linden,20160620 16:44:44,41250,p,1,517,Central,30203
-87.65284,41.9243,2016-06-20T16:45:49.000Z,30128,None,178,20160620 16:46:33,0,Loop,20160620 16:45:33,40660,p,5,518,Armitage,30203
-87.65264,41.91822,2016-06-20T16:46:50.000Z,30235,None,358,20160620 16:47:39,0,Linden,20160620 16:45:39,41220,p,1,504,Fullerton,30203
-87.63374,41.87872,2016-06-20T16:46:50.000Z,30141,None,357,20160620 16:47:33,0,Linden,20160620 16:46:33,40730,p,5,505,Washington/Wells,30203
-87.63274,41.88573,2016-06-20T16:46:50.000Z,30074,None,89,20160620 16:47:23,0,Linden,20160620 16:46:23,40380,p,5,506,Clark/Lake,30203
-87.65519,41.95377,2016-06-20T16:46:50.000Z,30258,None,89,20160620 16:48:50,0,Loop,20160620 16:45:50,41320,p,5,507,Belmont,30203
-87.65879,41.98183,2016-06-20T16:46:50.000Z,30106,None,178,20160620 16:48:26,0,Loop,20160620 16:46:26,40540,p,5,508,Wilson,30203
-87.66987,42.01657,2016-06-20T16:46:50.000Z,30106,None,131,20160620 16:53:17,0,Loop,20160620 16:46:17,40540,p,5,509,Wilson,30203
-87.67408,42.02004,2016-06-20T16:46:50.000Z,30106,None,127,20160620 16:52:05,0,Loop,20160620 16:43:05,40540,p,5,510,Wilson,30203
-87.68254,42.04473,2016-06-20T16:46:50.000Z,30134,None,157,20160620 16:46:13,0,Loop,20160620 16:45:13,40690,p,5,511,Dempster,30203
-87.6789,42.03054,2016-06-20T16:46:50.000Z,30052,None,347,20160620 16:47:34,0,Linden,20160620 16:46:34,40270,p,1,513,Main,30203
-87.63561,41.89369,2016-06-20T16:46:50.000Z,30091,None,178,20160620 16:48:00,0,Loop,20160620 16:46:00,40460,p,5,514,Merchandise Mart,30203
-87.6377,41.91033,2016-06-20T16:46:50.000Z,30138,None,116,20160620 16:48:29,0,Loop,20160620 16:46:29,40710,p,5,515,Chicago,30203
-87.6591,41.99129,2016-06-20T16:46:50.000Z,30175,None,358,20160620 16:49:00,0,Linden,20160620 16:46:00,40900,p,1,516,Howard,30203
-87.68559,42.06395,2016-06-20T16:46:50.000Z,30241,None,328,20160620 16:47:11,0,Linden,20160620 16:46:11,41250,p,1,517,Central,30203
-87.65264,41.91822,2016-06-20T16:46:50.000Z,30156,None,178,20160620 16:49:24,0,Loop,20160620 16:46:24,40800,p,5,518,Sedgwick,30203
-87.65286,41.92499,2016-06-20T16:47:50.000Z,30235,None,358,20160620 16:48:15,0,Linden,20160620 16:47:15,41220,p,1,504,Fullerton,30203
-87.63374,41.87872,2016-06-20T16:47:50.000Z,30141,None,357,20160620 16:47:33,0,Linden,20160620 16:46:33,40730,p,5,505,Washington/Wells,30203
-87.63089,41.88574,2016-06-20T16:47:50.000Z,30050,None,89,20160620 16:48:21,0,Linden,20160620 16:47:21,40260,p,5,506,State/Lake,30203
-87.65519,41.95377,2016-06-20T16:47:50.000Z,30258,None,89,20160620 16:48:50,0,Loop,20160620 16:45:50,41320,p,5,507,Belmont,30203
-87.65849,41.97152,2016-06-20T16:47:50.000Z,30106,None,178,20160620 16:48:26,0,Loop,20160620 16:47:26,40540,p,5,508,Wilson,30203
-87.66592,42.00868,2016-06-20T16:47:50.000Z,30106,None,178,20160620 16:53:16,0,Loop,20160620 16:47:16,40540,p,5,509,Wilson,30203
-87.66662,42.01352,2016-06-20T16:47:50.000Z,30106,None,149,20160620 16:53:31,0,Loop,20160620 16:47:31,40540,p,5,510,Wilson,30203
-87.6816,42.04165,2016-06-20T16:47:50.000Z,30053,None,166,20160620 16:48:53,0,Loop,20160620 16:46:53,40270,p,5,511,Main,30203
-87.67954,42.03346,2016-06-20T16:47:50.000Z,30133,None,337,20160620 16:48:58,0,Linden,20160620 16:46:58,40690,p,1,513,Dempster,30203
-87.63553,41.89051,2016-06-20T16:47:50.000Z,30091,None,179,20160620 16:49:17,0,Loop,20160620 16:47:17,40460,p,5,514,Merchandise Mart,30203
-87.63708,41.90487,2016-06-20T16:47:50.000Z,30138,None,176,20160620 16:49:24,0,Loop,20160620 16:47:24,40710,p,5,515,Chicago,30203
-87.65927,41.99776,2016-06-20T16:47:50.000Z,30163,None,359,20160620 16:50:21,0,Linden,20160620 16:47:21,40840,p,1,516,South Boulevard,30203
-87.68559,42.06395,2016-06-20T16:47:50.000Z,30241,None,328,20160620 16:47:11,0,Linden,20160620 16:46:11,41250,p,1,517,Central,30203
-87.65252,41.91469,2016-06-20T16:47:50.000Z,30156,None,178,20160620 16:49:29,0,Loop,20160620 16:47:29,40800,p,5,518,Sedgwick,30203
